iter	Logloss
286	0.1132410911
287	0.1128424237
288	0.1122922706
289	0.1119494725
290	0.1115117882
291	0.1112531723
292	0.111137762
293	0.1104336532
294	0.110117269
295	0.1092759839
296	0.1088855501
297	0.1086276912
298	0.1080588531
299	0.1074145577
300	0.1069252804
301	0.1061523544
302	0.1055887486
303	0.1052795822
304	0.1048913927
305	0.1048728339
306	0.1046050348
307	0.1045099562
308	0.1041861087
309	0.1037461868
310	0.1029822314
311	0.102571021
312	0.1021963772
313	0.1018771843
314	0.101701104
315	0.1010827777
316	0.1007616261
317	0.1003902824
318	0.1002276548
319	0.09999410498
320	0.09956229719
321	0.09933057342
322	0.09859363632
323	0.09785315345
324	0.09759800366
325	0.09732261505
326	0.09680450678
327	0.09624240168
328	0.0955610682
329	0.09523368816
330	0.09478016082
331	0.09452886225
332	0.09434550446
333	0.09406419294
334	0.09368274314
335	0.09328241572
336	0.09275310573
337	0.09210900953
338	0.09154039056
339	0.09103917453
340	0.09050376899
341	0.09005856161
342	0.08984903546
343	0.0893613983
344	0.08894040711
345	0.08839974266
346	0.08793063118
347	0.08762468516
348	0.08728130928
349	0.0866274788
350	0.08622707171
351	0.08569049088
352	0.08523444034
353	0.08495605708
354	0.08457321951
355	0.08421734709
356	0.08395971393
357	0.0837411507
358	0.08338671917
359	0.08321556576
360	0.0828845337
361	0.08258391298
362	0.08218680598
363	0.08172770103
364	0.08133599901
365	0.08104933564
366	0.08079848858
367	0.08042644106
368	0.079997608
369	0.07967853463
370	0.0795425601
371	0.07948669088
372	0.07931117497
373	0.07907602494
374	0.07879900289
375	0.07852759166
376	0.07832042936
377	0.07829341772
378	0.0779611639
379	0.07792577254
380	0.07791050047
381	0.07770209649
382	0.0771662195
383	0.07674218718
384	0.07637466152
385	0.07631788926
386	0.0762077046
387	0.07602944636
388	0.07580691239
389	0.07542759403
390	0.07528286794
391	0.07497597903
392	0.07466126816
393	0.07448527417
394	0.07400055861
395	0.0736673287
396	0.07322406686
397	0.07287583712
398	0.07262309766
399	0.07238642043
400	0.07208653011
401	0.07164761084
402	0.07144142463
403	0.07135855705
404	0.0711963544
405	0.07099734606
406	0.07069683822
407	0.07051405147
408	0.07033536826
409	0.07027159741
410	0.07001000679
411	0.06969806482
412	0.06951341222
413	0.06935575799
414	0.06921414607
415	0.06920060041
416	0.06896187805
417	0.06870614393
418	0.06869389971
419	0.06839161899
420	0.06803880763
421	0.06767249709
422	0.06761882573
423	0.06746966409
424	0.06745815028
425	0.06722151289
426	0.06697692074
427	0.06690237977
428	0.06685439891
429	0.06671493172
430	0.06649838706
431	0.06643448341
432	0.06618257395
433	0.06579986918
434	0.06545382401
435	0.06530766367
436	0.06501572147
437	0.06473907789
438	0.06444138543
439	0.06432223673
440	0.06427760245
441	0.06391501696
442	0.0635518206
443	0.06331038247
444	0.06293170155
445	0.06262082863
446	0.06229165578
447	0.06227973692
448	0.06216838362
449	0.06202203736
450	0.06201153283
451	0.06180836119
452	0.06158858947
453	0.06134535853
454	0.0613254318
455	0.06121317546
456	0.06103368216
457	0.06086060978
458	0.06053222709
459	0.06033590133
460	0.06028306661
461	0.06011753066
462	0.05988660369
463	0.05977428094
464	0.05976572858
465	0.05951748442
466	0.05934326331
467	0.05912323928
468	0.05901517279
469	0.05868943947
470	0.05843100286
471	0.0582098965
472	0.05795127397
473	0.05794293409
474	0.05766984294
475	0.05746051599
476	0.05718743147
477	0.0569195461
478	0.05672888428
479	0.05645228055
480	0.05643045477
481	0.05619604179
482	0.05597121037
483	0.05587799763
484	0.05569931442
485	0.05557612194
486	0.05550752379
487	0.05540830182
488	0.0553953604
489	0.05515541628
490	0.05496363561
491	0.05474444158
492	0.05463730137
493	0.05448797374
494	0.05430777328
495	0.05423210018
496	0.05401718897
497	0.05388757558
498	0.05384556079
499	0.05372089091
500	0.05362073601
501	0.05334549017
502	0.05316225854
503	0.05305606454
504	0.05293789192
505	0.05266190571
506	0.05262698579
507	0.05248905245
508	0.05248008177
509	0.05227001778
510	0.0521205175
511	0.05190523445
512	0.05170345721
513	0.05149434939
514	0.0513024658
515	0.05111193678
516	0.05085845363
517	0.0506231708
518	0.05048210337
519	0.0502370265
520	0.05008622477
521	0.04995139896
522	0.04964351073
523	0.04960716321
524	0.04947430948
525	0.04934992512
526	0.0491827192
527	0.04912556847
528	0.0490483748
529	0.0489383827
530	0.04880407481
531	0.04867146345
532	0.04856243748
533	0.04850314533
534	0.04831246691
535	0.04817600765
536	0.04807341254
537	0.04797445618
538	0.04780893019
539	0.04770807809
540	0.04757510153
541	0.04740286247
542	0.04725648965
543	0.04713844319
544	0.04695541076
545	0.04681764674
546	0.04666040419
547	0.04637702431
548	0.04628831018
549	0.04621837739
550	0.04595222174
551	0.04576880419
552	0.04561426413
553	0.04550991938
554	0.04546175592
555	0.0453070897
556	0.04508893152
557	0.0449831658
558	0.04482026262
559	0.04461416937
560	0.04440940412
561	0.04436632029
562	0.04428439891
563	0.04422590025
564	0.04409782735
565	0.04400053763
566	0.04387367986
567	0.04384174795
568	0.04376360144
569	0.04361738466
570	0.04343953477
571	0.04326914496
572	0.04315144379
573	0.04300056902
574	0.04287957108
575	0.04272193676
576	0.04256991659
577	0.04249823415
578	0.04238250839
579	0.04218034603
580	0.04206325574
581	0.04202813662
582	0.04192564112
583	0.04186271023
584	0.04180282712
585	0.04164640793
586	0.04153992509
587	0.04136203869
588	0.0413019597
589	0.04116903625
590	0.04108926293
591	0.04105848971
592	0.04101859973
593	0.04087823614
594	0.04071795245
595	0.04055530492
596	0.04032689452
597	0.04029832911
598	0.04021284537
599	0.04007237885
600	0.03998997276
601	0.03977751836
602	0.03958531605
603	0.03946680147
604	0.0393580079
605	0.03924822828
606	0.03915045052
607	0.03912470048
608	0.03896487164
609	0.03886881364
610	0.0387493761
611	0.03863808256
612	0.03850844925
613	0.03845353952
614	0.03843832721
615	0.03839402493
616	0.03833779384
617	0.03830067607
618	0.03826514527
619	0.03826042421
620	0.03818792836
621	0.03806524053
622	0.03795326306
623	0.03779923428
624	0.03766480023
625	0.03761826026
626	0.03759688269
627	0.0375869658
628	0.03755416405
629	0.03743534736
630	0.03736805397
631	0.03728045205
632	0.03709657966
633	0.03697838713
634	0.03690856057
635	0.03684647629
636	0.03675394747
637	0.036675625
638	0.03650431554
639	0.03644446563
640	0.03635360346
641	0.03632736538
642	0.03628115409
643	0.03605776688
644	0.0359774856
645	0.03587991368
646	0.03576575164
647	0.03561375471
648	0.03553771309
649	0.03545978237
650	0.03539178847
651	0.03531117518
652	0.0352262326
653	0.03512775763
654	0.03502651045
655	0.03492388879
656	0.03484064273
657	0.03477438519
658	0.03476499951
659	0.03460924432
660	0.03448204127
661	0.03442366876
662	0.03435755731
663	0.03429934748
664	0.03417039478
665	0.03403873626
666	0.03396190447
667	0.0338207474
668	0.03364519828
669	0.03359086955
670	0.0335338649
671	0.03352375545
672	0.03348359987
673	0.03342281703
674	0.03334117786
675	0.0332739542
676	0.03320899479
677	0.03315736191
678	0.03306762855
679	0.03304150003
680	0.03289816834
681	0.03279574588
682	0.03270636775
683	0.03269057444
684	0.03263468863
685	0.03256513763
686	0.03248263526
687	0.03237927323
688	0.03236463196
689	0.03232057537
690	0.03215462773
691	0.03204148494
692	0.03195735576
693	0.03192736607
694	0.0318826355
695	0.03182590973
696	0.0318019193
697	0.03176712554
698	0.03169621334
699	0.03164910233
700	0.03158164958
701	0.03156386758
702	0.03153227764
703	0.0315061956
704	0.03145931699
705	0.03137835178
706	0.03136886318
707	0.03135316283
708	0.03133219029
709	0.03132309345
710	0.03127796781
711	0.03125290169
712	0.03123844635
713	0.03113334131
714	0.03102458426
715	0.03099758258
716	0.03093910715
717	0.03082048634
718	0.03078428489
719	0.03077604129
720	0.0307324661
721	0.03068215127
722	0.0306619855
723	0.03065421666
724	0.03057268373
725	0.03052669489
726	0.0305113697
727	0.03045419904
728	0.03034548515
729	0.03030147503
730	0.03024582162
731	0.03019941444
732	0.03013181894
733	0.03008935927
734	0.03006271283
735	0.0300180221
736	0.02998525024
737	0.02996914152
738	0.02988490278
739	0.02985160303
740	0.02983314043
741	0.02981542815
742	0.02977580045
743	0.02973762027
744	0.02972410449
745	0.02966436082
746	0.02955020543
747	0.02948099639
748	0.02945003061
749	0.02939632273
750	0.0292976552
751	0.02924735366
752	0.02918521957
753	0.02910857039
754	0.02903362769
755	0.02897038472
756	0.02892932942
757	0.02888741423
758	0.02881636259
759	0.02877681457
760	0.02869506916
761	0.02860136837
762	0.02855922078
763	0.02849134307
764	0.02842085252
765	0.02839912302
766	0.02838545119
767	0.02834547157
768	0.02826169431
769	0.02816552012
770	0.02812722707
771	0.02806963145
772	0.02802405428
773	0.02795814534
774	0.02788438457
775	0.02784602179
776	0.02779673285
777	0.02777034869
778	0.02772121745
779	0.02765059907
780	0.02760531738
781	0.02759429161
782	0.02753688523
783	0.02750343442
784	0.02748764775
785	0.02746156737
786	0.02737309893
787	0.02736276705
788	0.02733190419
789	0.0272776651
790	0.02726248765
791	0.02717347141
792	0.02709585942
793	0.02706591786
794	0.02697673562
795	0.02691092296
796	0.02688153585
797	0.02684640511
798	0.02678482713
799	0.02675876667
800	0.02668678211
801	0.02664468764
802	0.02656536916
803	0.02652692338
804	0.02644321916
805	0.02635300606
806	0.02629107616
807	0.02622858019
808	0.02613854803
809	0.02608168945
810	0.02601887144
811	0.02597096861
812	0.02594991141
813	0.02588997186
814	0.02585557318
815	0.02581242627
816	0.02579904993
817	0.02578286486
818	0.02573831855
819	0.02569625064
820	0.02556860105
821	0.02551688351
822	0.02550379933
823	0.0254619522
824	0.02538350689
825	0.0253501673
826	0.02525713384
827	0.02520551424
828	0.02515602776
829	0.02514752852
830	0.02506429408
831	0.02503959151
832	0.0249830168
833	0.02492935871
834	0.02486990056
835	0.02485281411
836	0.0248251866
837	0.02476236196
838	0.02475186739
839	0.0247066687
840	0.0246783191
841	0.02466479003
842	0.02462323009
843	0.02459360891
844	0.02455981448
845	0.02449235343
846	0.02443507986
847	0.02442203054
848	0.02440947424
849	0.02438345694
850	0.02433228887
851	0.02425332065
852	0.02418932902
853	0.02410055348
854	0.02403604227
855	0.02399249529
856	0.02396645309
857	0.02390516396
858	0.02383919194
859	0.0237470001
860	0.02368237767
861	0.0236353563
862	0.02359099093
863	0.0235737003
864	0.02353495904
865	0.02346080651
866	0.02341513804
867	0.02340383505
868	0.02336248094
869	0.02327719805
870	0.02321829601
871	0.02316913655
872	0.02316213297
873	0.02314912349
874	0.0231070091
875	0.02305296258
876	0.02302127968
877	0.02297573903
878	0.02296802332
879	0.02293085243
880	0.02292779801
881	0.02288049942
882	0.02287608048
883	0.02285581511
884	0.02281767477
885	0.02278976175
886	0.02273307083
887	0.02271606405
888	0.02269515792
889	0.02264722686
890	0.02262616635
891	0.02261899346
892	0.02256925963
893	0.02251705405
894	0.02246712269
895	0.02239315275
896	0.02235888024
897	0.02235610305
898	0.0223186649
899	0.02227094798
900	0.02222970841
901	0.02219982828
902	0.02218080127
903	0.02214463303
904	0.0221341866
905	0.02209890148
906	0.0220457082
907	0.02201404024
908	0.02195574243
909	0.02194025954
910	0.02185354075
911	0.02183421826
912	0.02178838878
913	0.02177853165
914	0.02173478049
915	0.02171005302
916	0.02166706547
917	0.02161781304
918	0.02155884294
919	0.02152777258
920	0.02149095859
921	0.02144292627
922	0.02142704332
923	0.02139161212
924	0.02134054531
925	0.02122800676
926	0.02118907626
927	0.02110185615
928	0.02106306841
929	0.02100753784
930	0.02098415332
931	0.02092390998
932	0.02088763384
933	0.0208619336
934	0.02078771301
935	0.02076906282
936	0.02071472248
937	0.0206761356
938	0.02067346465
939	0.02066924823
940	0.0206322367
941	0.02058949815
942	0.02056628294
943	0.02054266768
944	0.02054059267
945	0.02049639331
946	0.02048028294
947	0.02042375304
948	0.02037773099
949	0.02037771439
950	0.02034257701
951	0.02033875235
952	0.0203047637
953	0.02022664541
954	0.02019046886
955	0.02016365144
956	0.02012498323
957	0.0201016485
958	0.02007199745
959	0.02004333244
960	0.02002851521
961	0.01999127792
962	0.01998836793
963	0.01991641656
964	0.01990522977
965	0.01989618605
966	0.01989185343
967	0.01986653832
968	0.01982957825
969	0.01982756964
970	0.01980779397
971	0.01979602784
972	0.01977651113
973	0.01973777817
974	0.01973590237
975	0.01970223907
976	0.01968158028
977	0.01967488381
978	0.01963126711
979	0.01962423532
980	0.01961759695
981	0.01959539435
982	0.01955721584
983	0.01954883612
984	0.0195186854
985	0.01946321791
986	0.01943569333
987	0.01939187743
988	0.01936868546
989	0.01932247086
990	0.01930896171
991	0.01929593895
992	0.01926225408
993	0.01919874054
994	0.01915528154
995	0.01915249605
996	0.01914328466
997	0.01911002641
998	0.01907069088
999	0.01904991754
1000	0.01899975045
1001	0.01896761769
1002	0.01896576844
1003	0.01890114435
1004	0.01889114114
1005	0.01888940477
1006	0.01887928371
1007	0.01887079609
1008	0.01882733211
1009	0.01879009981
1010	0.01878702713
1011	0.01876909075
1012	0.0187578691
1013	0.01874550038
1014	0.01869738009
1015	0.01868302434
1016	0.01866320551
1017	0.01864690756
1018	0.01861805995
1019	0.01857192004
1020	0.01851197883
1021	0.01845479157
1022	0.0184227335
1023	0.01840397542
1024	0.01838428773
1025	0.01830445631
1026	0.01826123967
1027	0.01821899082
1028	0.01817094688
1029	0.01814057207
1030	0.01810601071
1031	0.01809507126
1032	0.01805429318
1033	0.01799869122
1034	0.01799708268
1035	0.01798770861
1036	0.01794386782
1037	0.01790547848
1038	0.01788596177
1039	0.01787330754
1040	0.0178438341
1041	0.01778988884
1042	0.01778637128
1043	0.01778216648
1044	0.01776661553
1045	0.0177422267
1046	0.0176895281
1047	0.01766869833
1048	0.01765164673
1049	0.01762627518
1050	0.01762614404
1051	0.0176011078
1052	0.01760016824
1053	0.01754589097
1054	0.01750506143
1055	0.0174843379
1056	0.01742150329
1057	0.01741283473
1058	0.01738041479
1059	0.01734088669
1060	0.01734080535
1061	0.0173125819
1062	0.01727080449
1063	0.017268102
1064	0.0172288395
1065	0.0171990656
1066	0.01714438828
1067	0.0171063492
1068	0.01709050443
1069	0.01708998983
1070	0.01707744515
1071	0.01707569053
1072	0.0170531775
1073	0.01704981101
1074	0.01701008703
1075	0.01699357161
1076	0.01696542951
1077	0.01693952343
1078	0.01688590187
1079	0.01684736977
1080	0.01682296434
1081	0.01680679255
1082	0.01676837167
1083	0.0167437023
1084	0.01670897163
1085	0.01669239977
1086	0.01667175094
1087	0.01665002642
1088	0.01664902543
1089	0.01662921159
1090	0.01660798341
1091	0.01658261351
1092	0.01658089209
1093	0.01657976328
1094	0.01657609798
1095	0.01653112838
1096	0.01651628127
1097	0.01647959677
1098	0.01646364576
1099	0.01644982287
1100	0.01640626262
1101	0.01636922121
1102	0.01636221266
1103	0.01635752812
1104	0.01635420478
1105	0.01633489889
1106	0.01632077887
1107	0.01631921016
1108	0.01628569959
1109	0.01626896339
1110	0.01626046416
1111	0.01625276836
1112	0.01624017056
1113	0.01622532678
1114	0.01619700373
1115	0.0161944523
1116	0.01619435436
1117	0.01615860444
1118	0.01615718513
1119	0.01614530943
1120	0.01610739652
1121	0.01610608678
1122	0.01610496129
1123	0.01609818182
1124	0.01608293631
1125	0.01604804959
1126	0.01603031407
1127	0.0160131164
1128	0.01599435333
1129	0.01597280809
1130	0.01596388721
1131	0.0159610486
1132	0.0159390867
1133	0.01588799167
1134	0.01586110619
1135	0.01585117934
1136	0.01584993434
1137	0.01582618461
1138	0.01578565719
1139	0.01576189584
1140	0.0157444641
1141	0.01572042055
1142	0.01572047035
1143	0.01571904275
1144	0.01571903943
1145	0.01569208422
1146	0.01569117122
1147	0.01568296912
1148	0.0156828994
1149	0.01565884755
1150	0.01565476393
1151	0.01565346913
1152	0.01565266735
1153	0.01564073853
1154	0.01562205183
1155	0.01562157042
1156	0.01561558776
1157	0.01561406719
1158	0.01559654249
1159	0.01559233935
1160	0.01559128359
1161	0.01559128359
1162	0.01557530602
1163	0.01557355637
1164	0.01555242613
1165	0.0155400043
1166	0.01552294274
1167	0.01549985369
1168	0.01549888259
1169	0.01548535851
1170	0.01547044334
1171	0.01546309615
1172	0.01544166213
1173	0.01544135669
1174	0.01544127867
1175	0.0154267453
1176	0.01542575594
1177	0.01536366834
1178	0.01534242024
1179	0.01534245842
1180	0.01533049143
1181	0.01533043499
1182	0.01531654736
1183	0.01527836885
1184	0.01527834229
1185	0.01527432009
1186	0.01525898162
1187	0.01523918769
1188	0.01523696992
1189	0.01523337435
1190	0.01522746472
1191	0.01521107547
1192	0.01518079195
1193	0.01517096969
1194	0.01515991071
1195	0.01515997048
1196	0.01515989909
1197	0.01515357779
1198	0.01515235934
1199	0.01514116757
1200	0.015120288
1201	0.01510660289
1202	0.01510657799
1203	0.01509771189
1204	0.01509432548
1205	0.01509231355
1206	0.0150868571
1207	0.01508682888
1208	0.01507485193
1209	0.01507445187
1210	0.01505313571
1211	0.01505117358
1212	0.01504596448
1213	0.01504223776
1214	0.01503402903
1215	0.01503402405
1216	0.01501458702
1217	0.01499142161
1218	0.01499085057
1219	0.01496632064
1220	0.01492858701
1221	0.01490091966
1222	0.01488579367
1223	0.01488575217
1224	0.01487011822
1225	0.01487003522
1226	0.01486060804
1227	0.01483921718
1228	0.0148164369
1229	0.01481618126
1230	0.01480312862
1231	0.01480306388
1232	0.0147642529
1233	0.01472715008
1234	0.01471334379
1235	0.01467157136
1236	0.01465458285
1237	0.01462265924
1238	0.01461120851
1239	0.01460204029
1240	0.01459834511
1241	0.01459828701
1242	0.01458556638
1243	0.01456648459
1244	0.01456284087
1245	0.01456283755
1246	0.01455350001
1247	0.01453542087
1248	0.01451291117
1249	0.01449588281
1250	0.01449586621
1251	0.01448102242
1252	0.01444798329
1253	0.01443817265
1254	0.01441169719
1255	0.01439452939
1256	0.01436938692
1257	0.0143693836
1258	0.01434704654
1259	0.01433189399
1260	0.0142895472
1261	0.01425406454
1262	0.01423565837
1263	0.01421111018
1264	0.01419526873
1265	0.0141748108
1266	0.01416622856
1267	0.01414982934
1268	0.01414133508
1269	0.0141261593
1270	0.01410228175
1271	0.01410167419
1272	0.01408246458
1273	0.0140567909
1274	0.01404372664
1275	0.01402336001
1276	0.01399013828
1277	0.0139641326
1278	0.01394785789
1279	0.01394788113
1280	0.0139468486
1281	0.01392856362
1282	0.01392852046
1283	0.01392576319
1284	0.01392038476
1285	0.01389884285
1286	0.01387928215
1287	0.01385678822
1288	0.01382033279
1289	0.01378923255
1290	0.01374414177
1291	0.01372863979
1292	0.01371328804
1293	0.01368774052
1294	0.01366890525
1295	0.01365747609
1296	0.01365717065
1297	0.01364991974
1298	0.01364485423
1299	0.0136424273
1300	0.01362828984
1301	0.01362644557
1302	0.01361139844
1303	0.01357487329
1304	0.01355931985
1305	0.01355858198
1306	0.01355559645
1307	0.01354271231
1308	0.01352866532
1309	0.01351955271
1310	0.0134991977
1311	0.01347651702
1312	0.01346543896
1313	0.01345347113
1314	0.01345232075
1315	0.01344457266
1316	0.01341833375
1317	0.0133983705
1318	0.01338096532
1319	0.0133543637
1320	0.01335440437
1321	0.01334516726
1322	0.01334519382
1323	0.01333245658
1324	0.01333239516
1325	0.01332904859
1326	0.01331307849
1327	0.01330589895
1328	0.01329953116
1329	0.0132786574
1330	0.0132608754
1331	0.01324327434
1332	0.01322489225
1333	0.01320183557
1334	0.01318224748
1335	0.01316767594
1336	0.01316760124
1337	0.01312282336
1338	0.01310490275
1339	0.01309146665
1340	0.01308446142
1341	0.01304612023
1342	0.01304378709
1343	0.01303751641
1344	0.01303166156
1345	0.01302032371
1346	0.01300957184
1347	0.01299398437
1348	0.01298220164
1349	0.01298224314
1350	0.01295772483
1351	0.01294582257
1352	0.01294580763
1353	0.01294356994
1354	0.01294350354
1355	0.01294058525
1356	0.01294055786
1357	0.0129337261
1358	0.01291519046
1359	0.01290469257
1360	0.01289530108
1361	0.0128952189
1362	0.01289354064
1363	0.01289118011
1364	0.01288615526
1365	0.01288619095
1366	0.01288465628
1367	0.01287037357
1368	0.01286022097
1369	0.0128602052
1370	0.01284715671
1371	0.01284714758
1372	0.01284716916
1373	0.01284519541
1374	0.01283891726
1375	0.01283886331
1376	0.01283866743
1377	0.01281656692
1378	0.01281656111
1379	0.0128029864
1380	0.01279064507
1381	0.01277922754
1382	0.01277097315
1383	0.01275491341
1384	0.01275072687
1385	0.01273689154
1386	0.01273607896
1387	0.01273565317
1388	0.01272571886
1389	0.01271774501
1390	0.01271658052
1391	0.01271252014
1392	0.01271243465
1393	0.01271018783
1394	0.01270120885
1395	0.01269388323
1396	0.01269380189
1397	0.0126937994
1398	0.01269375375
1399	0.01268483702
1400	0.01268484366
1401	0.01267745912
1402	0.01267737612
1403	0.01266118109
1404	0.01264974363
1405	0.01263070501
1406	0.01260845593
1407	0.01260413742
1408	0.01256830201
1409	0.0125408073
1410	0.01253032518
1411	0.01252880213
1412	0.01250822633
1413	0.01249689097
1414	0.01248947157
1415	0.0124880174
1416	0.01248806388
1417	0.01248803732
1418	0.01248799416
1419	0.01246997644
1420	0.01246852974
1421	0.01244801786
1422	0.01243551219
1423	0.0124342979
1424	0.0124330421
1425	0.01242519027
1426	0.01239388751
1427	0.01239378044
1428	0.01239371652
1429	0.01237175712
1430	0.01235058538
1431	0.01235049408
1432	0.01234468571
1433	0.01232108207
1434	0.0122924818
1435	0.01228300813
1436	0.01226731359
1437	0.01223622248
1438	0.01222077943
1439	0.01220716322
1440	0.01220515212
1441	0.0122051239
1442	0.0121855466
1443	0.01217404773
1444	0.01215689902
1445	0.01214496025
1446	0.01214493369
1447	0.01214494946
1448	0.0121344109
1449	0.01213093568
1450	0.01211984019
1451	0.0121130051
1452	0.01211133348
1453	0.01210441706
1454	0.01209484794
1455	0.01209475664
1456	0.01208955584
1457	0.01208878061
1458	0.01208882709
1459	0.01208163926
1460	0.01206767445
1461	0.01206373359
1462	0.01206367383
1463	0.01206365972
1464	0.01206328788
1465	0.01205408563
1466	0.01205404413
1467	0.01202809157
1468	0.01202810153
1469	0.01202807746
1470	0.01201675787
1471	0.01200413351
1472	0.01199257986
1473	0.01199060196
1474	0.01198824724
1475	0.0119714048
1476	0.01197132097
1477	0.011948588
1478	0.01193069644
1479	0.01190785474
1480	0.01188531266
1481	0.01187668062
1482	0.01186656122
1483	0.01183782898
1484	0.01183782068
1485	0.01182088362
1486	0.01180840037
1487	0.01178570806
1488	0.01176956117
1489	0.01175194683
1490	0.01173043147
1491	0.01170799149
1492	0.01170247031
1493	0.01167597991
1494	0.0116577082
1495	0.01164479418
1496	0.01164467465
1497	0.01163936097
1498	0.01162528826
1499	0.01159623813
1500	0.0115807652
